INSERT INTO Games VALUES(0, date '2003-12-22', date '2008-8-19', 'Kansas City Royals', 'Houston Astros', 'Kansas City Royals');
INSERT INTO Games VALUES(602, date '2006-12-17', date '2002-7-23', 'New York Yankees', 'Toronto Blue Jays', 'New York Yankees');
INSERT INTO Games VALUES(603, date '2005-6-5', date '2002-10-25', 'Los Angeles Dodgers', 'St. Louis Cardinals', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(604, date '2001-2-8', date '2000-7-28', 'Los Angeles Angels', 'Baltimore Orioles', 'Los Angeles Angels');
INSERT INTO Games VALUES(605, date '2002-1-5', date '2005-12-28', 'Pittsburgh Pirates', 'Kansas City Royals', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(606, date '2001-4-7', date '2004-10-26', 'San Francisco Giants', 'Detroit Tigers', 'San Francisco Giants');
INSERT INTO Games VALUES(607, date '2009-3-16', date '2009-7-15', 'Toronto Blue Jays', 'Houston Astros', 'Toronto Blue Jays');
INSERT INTO Games VALUES(608, date '2008-2-9', date '2005-12-14', 'Colorado Rockies', 'Cleveland Indians', 'Colorado Rockies');
INSERT INTO Games VALUES(609, date '2009-12-28', date '2002-7-20', 'Washington Nationals', 'New York Mets', 'Washington Nationals');
INSERT INTO Games VALUES(610, date '2000-12-5', date '2009-6-16', 'Chicago Cubs', 'Seattle Mariners', 'Chicago Cubs');
INSERT INTO Games VALUES(611, date '2008-5-13', date '2004-6-21', 'St. Louis Cardinals', 'Houston Astros', 'St. Louis Cardinals');
INSERT INTO Games VALUES(612, date '2005-3-21', date '2009-5-9', 'Oakland Athletics', 'New York Yankees', 'Oakland Athletics');
INSERT INTO Games VALUES(613, date '2006-10-11', date '2002-11-25', 'Cincinnati Reds', 'Los Angeles Dodgers', 'Cincinnati Reds');
INSERT INTO Games VALUES(614, date '2003-4-3', date '2008-4-1', 'Tampa Bay Rays', 'Chicago Cubs', 'Tampa Bay Rays');
INSERT INTO Games VALUES(615, date '2002-1-14', date '2006-12-10', 'Pittsburgh Pirates', 'Los Angeles Dodgers', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(616, date '2002-8-10', date '2007-1-20', 'Miami Marlins', 'New York Yankees', 'Miami Marlins');
INSERT INTO Games VALUES(617, date '2007-12-1', date '2009-4-12', 'Chicago White Sox', 'St. Louis Cardinals', 'Chicago White Sox');
INSERT INTO Games VALUES(618, date '2003-9-17', date '2003-4-5', 'San Francisco Giants', 'St. Louis Cardinals', 'San Francisco Giants');
INSERT INTO Games VALUES(619, date '2007-6-13', date '2000-8-4', 'Colorado Rockies', 'Detroit Tigers', 'Colorado Rockies');
INSERT INTO Games VALUES(620, date '2008-2-18', date '2008-5-1', 'Cincinnati Reds', 'Tampa Bay Rays', 'Cincinnati Reds');
INSERT INTO Games VALUES(621, date '2006-5-18', date '2003-9-1', 'Kansas City Royals', 'Colorado Rockies', 'Kansas City Royals');
INSERT INTO Games VALUES(622, date '2003-6-15', date '2007-9-28', 'Tampa Bay Rays', 'Detroit Tigers', 'Tampa Bay Rays');
INSERT INTO Games VALUES(623, date '2002-5-26', date '2002-3-6', 'Oakland Athletics', 'San Francisco Giants', 'Oakland Athletics');
INSERT INTO Games VALUES(624, date '2002-3-17', date '2006-8-27', 'Los Angeles Angels', 'Pittsburgh Pirates', 'Los Angeles Angels');
INSERT INTO Games VALUES(625, date '2001-10-18', date '2002-7-8', 'St. Louis Cardinals', 'New York Yankees', 'St. Louis Cardinals');
INSERT INTO Games VALUES(626, date '2001-8-26', date '2009-3-5', 'Cleveland Indians', 'Oakland Athletics', 'Cleveland Indians');
INSERT INTO Games VALUES(627, date '2008-4-11', date '2003-5-23', 'New York Mets', 'Colorado Rockies', 'New York Mets');
INSERT INTO Games VALUES(628, date '2008-10-21', date '2002-11-1', 'Houston Astros', 'Miami Marlins', 'Houston Astros');
INSERT INTO Games VALUES(629, date '2006-2-2', date '2008-5-25', 'Chicago Cubs', 'St. Louis Cardinals', 'Chicago Cubs');
INSERT INTO Games VALUES(630, date '2004-2-1', date '2005-11-2', 'Houston Astros', 'St. Louis Cardinals', 'Houston Astros');
INSERT INTO Games VALUES(631, date '2001-2-6', date '2000-9-28', 'Baltimore Orioles', 'Kansas City Royals', 'Baltimore Orioles');
INSERT INTO Games VALUES(632, date '2009-12-20', date '2005-1-25', 'Philadelphia Phillies', 'Baltimore Orioles', 'Philadelphia Phillies');
INSERT INTO Games VALUES(633, date '2005-6-9', date '2001-12-8', 'Chicago White Sox', 'Milwaukee Brewers', 'Chicago White Sox');
INSERT INTO Games VALUES(634, date '2008-8-1', date '2000-4-5', 'Houston Astros', 'Chicago Cubs', 'Houston Astros');
INSERT INTO Games VALUES(635, date '2006-8-18', date '2003-7-14', 'Chicago White Sox', 'Boston Red Sox', 'Chicago White Sox');
INSERT INTO Games VALUES(636, date '2009-4-1', date '2007-3-5', 'Seattle Mariners', 'Baltimore Orioles', 'Seattle Mariners');
INSERT INTO Games VALUES(637, date '2007-12-27', date '2003-3-5', 'New York Yankees', 'Milwaukee Brewers', 'New York Yankees');
INSERT INTO Games VALUES(638, date '2005-3-4', date '2003-7-3', 'Cleveland Indians', 'San Francisco Giants', 'Cleveland Indians');
INSERT INTO Games VALUES(639, date '2002-4-11', date '2001-4-23', 'Chicago White Sox', 'San Diego Padres', 'Chicago White Sox');
INSERT INTO Games VALUES(640, date '2002-7-4', date '2003-4-14', 'Boston Red Sox', 'San Francisco Giants', 'Boston Red Sox');
INSERT INTO Games VALUES(641, date '2008-7-24', date '2008-11-11', 'Tampa Bay Rays', 'Cleveland Indians', 'Tampa Bay Rays');
INSERT INTO Games VALUES(642, date '2008-10-16', date '2006-12-1', 'Oakland Athletics', 'Chicago Cubs', 'Oakland Athletics');
INSERT INTO Games VALUES(643, date '2009-10-18', date '2007-8-4', 'Arizona Diamondbacks', 'Baltimore Orioles', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(644, date '2006-12-22', date '2006-1-21', 'Cincinnati Reds', 'Atlanta Braves', 'Cincinnati Reds');
INSERT INTO Games VALUES(645, date '2003-4-13', date '2009-11-24', 'Chicago Cubs', 'Texas Rangers', 'Chicago Cubs');
INSERT INTO Games VALUES(646, date '2009-10-13', date '2006-6-25', 'San Diego Padres', 'Seattle Mariners', 'San Diego Padres');
INSERT INTO Games VALUES(647, date '2002-5-6', date '2002-6-13', 'Chicago White Sox', 'Tampa Bay Rays', 'Chicago White Sox');
INSERT INTO Games VALUES(648, date '2000-11-10', date '2006-1-12', 'Pittsburgh Pirates', 'San Diego Padres', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(649, date '2002-2-5', date '2000-4-2', 'St. Louis Cardinals', 'Seattle Mariners', 'St. Louis Cardinals');
INSERT INTO Games VALUES(650, date '2005-6-25', date '2004-6-24', 'San Francisco Giants', 'Los Angeles Angels', 'San Francisco Giants');
INSERT INTO Games VALUES(651, date '2007-9-15', date '2006-10-10', 'Los Angeles Angels', 'Philadelphia Phillies', 'Los Angeles Angels');
INSERT INTO Games VALUES(652, date '2006-1-28', date '2002-9-28', 'New York Yankees', 'Tampa Bay Rays', 'New York Yankees');
INSERT INTO Games VALUES(653, date '2008-2-17', date '2007-5-2', 'Philadelphia Phillies', 'New York Yankees', 'Philadelphia Phillies');
INSERT INTO Games VALUES(654, date '2008-7-6', date '2008-11-18', 'San Francisco Giants', 'Cincinnati Reds', 'San Francisco Giants');
INSERT INTO Games VALUES(655, date '2002-3-6', date '2005-6-7', 'New York Yankees', 'Detroit Tigers', 'New York Yankees');
INSERT INTO Games VALUES(656, date '2007-1-24', date '2009-8-13', 'Minnesota Twins', 'Pittsburgh Pirates', 'Minnesota Twins');
INSERT INTO Games VALUES(657, date '2007-6-7', date '2003-7-5', 'Seattle Mariners', 'New York Mets', 'Seattle Mariners');
INSERT INTO Games VALUES(658, date '2000-3-15', date '2005-10-15', 'Oakland Athletics', 'Chicago Cubs', 'Oakland Athletics');
INSERT INTO Games VALUES(659, date '2007-6-10', date '2005-7-23', 'New York Mets', 'Tampa Bay Rays', 'New York Mets');
INSERT INTO Games VALUES(660, date '2001-4-7', date '2009-11-18', 'Toronto Blue Jays', 'Oakland Athletics', 'Toronto Blue Jays');
INSERT INTO Games VALUES(661, date '2001-9-17', date '2001-2-1', 'Chicago White Sox', 'St. Louis Cardinals', 'Chicago White Sox');
INSERT INTO Games VALUES(662, date '2007-5-20', date '2004-6-26', 'Tampa Bay Rays', 'New York Yankees', 'Tampa Bay Rays');
INSERT INTO Games VALUES(663, date '2007-2-15', date '2003-11-24', 'Colorado Rockies', 'Atlanta Braves', 'Colorado Rockies');
INSERT INTO Games VALUES(664, date '2007-1-8', date '2009-6-21', 'Los Angeles Dodgers', 'Miami Marlins', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(665, date '2008-4-14', date '2005-9-3', 'Milwaukee Brewers', 'Pittsburgh Pirates', 'Milwaukee Brewers');
INSERT INTO Games VALUES(666, date '2007-6-26', date '2004-11-25', 'San Diego Padres', 'San Diego Padres', 'San Diego Padres');
INSERT INTO Games VALUES(667, date '2008-12-1', date '2003-6-8', 'Philadelphia Phillies', 'Cincinnati Reds', 'Philadelphia Phillies');
INSERT INTO Games VALUES(668, date '2001-12-23', date '2006-4-13', 'San Diego Padres', 'Texas Rangers', 'San Diego Padres');
INSERT INTO Games VALUES(669, date '2001-6-7', date '2008-4-15', 'Oakland Athletics', 'Minnesota Twins', 'Oakland Athletics');
INSERT INTO Games VALUES(670, date '2003-1-24', date '2009-3-19', 'Chicago Cubs', 'Chicago Cubs', 'Chicago Cubs');
INSERT INTO Games VALUES(671, date '2001-8-1', date '2003-7-17', 'Houston Astros', 'St. Louis Cardinals', 'Houston Astros');
INSERT INTO Games VALUES(672, date '2004-6-1', date '2008-5-5', 'Philadelphia Phillies', 'Miami Marlins', 'Philadelphia Phillies');
INSERT INTO Games VALUES(673, date '2007-12-3', date '2005-12-1', 'St. Louis Cardinals', 'Cleveland Indians', 'St. Louis Cardinals');
INSERT INTO Games VALUES(674, date '2005-7-22', date '2002-8-11', 'Houston Astros', 'Boston Red Sox', 'Houston Astros');
INSERT INTO Games VALUES(675, date '2006-1-14', date '2000-3-9', 'San Diego Padres', 'Baltimore Orioles', 'San Diego Padres');
INSERT INTO Games VALUES(676, date '2006-10-21', date '2006-6-3', 'Chicago Cubs', 'Boston Red Sox', 'Chicago Cubs');
INSERT INTO Games VALUES(677, date '2006-9-18', date '2003-9-5', 'Los Angeles Angels', 'Miami Marlins', 'Los Angeles Angels');
INSERT INTO Games VALUES(678, date '2006-10-21', date '2006-10-18', 'Toronto Blue Jays', 'Boston Red Sox', 'Toronto Blue Jays');
INSERT INTO Games VALUES(679, date '2000-7-24', date '2001-6-21', 'Philadelphia Phillies', 'New York Yankees', 'Philadelphia Phillies');
INSERT INTO Games VALUES(680, date '2007-9-7', date '2009-3-17', 'Minnesota Twins', 'Detroit Tigers', 'Minnesota Twins');
INSERT INTO Games VALUES(681, date '2008-1-12', date '2001-6-6', 'Milwaukee Brewers', 'Arizona Diamondbacks', 'Milwaukee Brewers');
INSERT INTO Games VALUES(682, date '2006-5-27', date '2007-10-5', 'New York Yankees', 'Oakland Athletics', 'New York Yankees');
INSERT INTO Games VALUES(683, date '2007-6-23', date '2001-7-26', 'Chicago Cubs', 'Washington Nationals', 'Chicago Cubs');
INSERT INTO Games VALUES(684, date '2001-2-7', date '2008-3-12', 'San Francisco Giants', 'New York Mets', 'San Francisco Giants');
INSERT INTO Games VALUES(685, date '2006-1-14', date '2007-8-2', 'Miami Marlins', 'Toronto Blue Jays', 'Miami Marlins');
INSERT INTO Games VALUES(686, date '2001-5-23', date '2009-7-18', 'Washington Nationals', 'Oakland Athletics', 'Washington Nationals');
INSERT INTO Games VALUES(687, date '2000-11-4', date '2003-2-22', 'Texas Rangers', 'New York Yankees', 'Texas Rangers');
INSERT INTO Games VALUES(688, date '2003-1-18', date '2008-3-28', 'Baltimore Orioles', 'Seattle Mariners', 'Baltimore Orioles');
INSERT INTO Games VALUES(689, date '2009-12-15', date '2005-6-11', 'Los Angeles Dodgers', 'Minnesota Twins', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(690, date '2008-9-6', date '2007-2-6', 'San Diego Padres', 'Cleveland Indians', 'San Diego Padres');
INSERT INTO Games VALUES(691, date '2001-2-14', date '2007-12-26', 'Colorado Rockies', 'Boston Red Sox', 'Colorado Rockies');
INSERT INTO Games VALUES(692, date '2007-7-19', date '2007-2-1', 'Minnesota Twins', 'Los Angeles Dodgers', 'Minnesota Twins');
INSERT INTO Games VALUES(693, date '2001-11-7', date '2000-9-11', 'Arizona Diamondbacks', 'Tampa Bay Rays', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(694, date '2001-6-13', date '2003-10-1', 'San Francisco Giants', 'Baltimore Orioles', 'San Francisco Giants');
INSERT INTO Games VALUES(695, date '2004-5-17', date '2003-4-25', 'Chicago Cubs', 'Colorado Rockies', 'Chicago Cubs');
INSERT INTO Games VALUES(696, date '2006-3-26', date '2007-9-15', 'St. Louis Cardinals', 'Minnesota Twins', 'St. Louis Cardinals');
INSERT INTO Games VALUES(697, date '2007-8-26', date '2004-8-28', 'Colorado Rockies', 'Atlanta Braves', 'Colorado Rockies');
INSERT INTO Games VALUES(698, date '2003-11-25', date '2003-4-19', 'Minnesota Twins', 'Philadelphia Phillies', 'Minnesota Twins');
INSERT INTO Games VALUES(699, date '2001-11-18', date '2006-11-25', 'Miami Marlins', 'Tampa Bay Rays', 'Miami Marlins');
INSERT INTO Games VALUES(700, date '2000-2-8', date '2003-3-2', 'Milwaukee Brewers', 'Houston Astros', 'Milwaukee Brewers');
INSERT INTO Games VALUES(701, date '2004-2-17', date '2009-3-11', 'Tampa Bay Rays', 'Baltimore Orioles', 'Tampa Bay Rays');
INSERT INTO Games VALUES(702, date '2007-4-26', date '2009-12-28', 'Philadelphia Phillies', 'St. Louis Cardinals', 'Philadelphia Phillies');
INSERT INTO Games VALUES(703, date '2004-1-28', date '2003-5-13', 'Detroit Tigers', 'Houston Astros', 'Detroit Tigers');
INSERT INTO Games VALUES(704, date '2004-7-27', date '2004-1-26', 'Minnesota Twins', 'Texas Rangers', 'Minnesota Twins');
INSERT INTO Games VALUES(705, date '2002-7-19', date '2001-8-24', 'Boston Red Sox', 'Pittsburgh Pirates', 'Boston Red Sox');
INSERT INTO Games VALUES(706, date '2007-2-2', date '2009-1-11', 'Baltimore Orioles', 'San Diego Padres', 'Baltimore Orioles');
INSERT INTO Games VALUES(707, date '2004-1-7', date '2005-9-12', 'Kansas City Royals', 'Boston Red Sox', 'Kansas City Royals');
INSERT INTO Games VALUES(708, date '2004-11-2', date '2003-10-15', 'Seattle Mariners', 'Washington Nationals', 'Seattle Mariners');
INSERT INTO Games VALUES(709, date '2008-3-20', date '2005-1-27', 'Miami Marlins', 'San Diego Padres', 'Miami Marlins');
INSERT INTO Games VALUES(710, date '2008-4-23', date '2000-8-22', 'Colorado Rockies', 'Oakland Athletics', 'Colorado Rockies');
INSERT INTO Games VALUES(711, date '2001-2-23', date '2003-7-24', 'Chicago Cubs', 'Seattle Mariners', 'Chicago Cubs');
INSERT INTO Games VALUES(712, date '2006-5-6', date '2005-3-12', 'Cleveland Indians', 'Kansas City Royals', 'Cleveland Indians');
INSERT INTO Games VALUES(713, date '2006-2-17', date '2002-10-24', 'Houston Astros', 'Milwaukee Brewers', 'Houston Astros');
INSERT INTO Games VALUES(714, date '2001-7-16', date '2000-4-24', 'Miami Marlins', 'Milwaukee Brewers', 'Miami Marlins');
INSERT INTO Games VALUES(715, date '2004-1-17', date '2003-5-3', 'Cincinnati Reds', 'Cleveland Indians', 'Cincinnati Reds');
INSERT INTO Games VALUES(716, date '2002-1-21', date '2006-11-23', 'St. Louis Cardinals', 'Detroit Tigers', 'St. Louis Cardinals');
INSERT INTO Games VALUES(717, date '2008-5-13', date '2005-12-7', 'Philadelphia Phillies', 'Los Angeles Dodgers', 'Philadelphia Phillies');
INSERT INTO Games VALUES(718, date '2004-10-13', date '2005-1-4', 'Colorado Rockies', 'New York Yankees', 'Colorado Rockies');
INSERT INTO Games VALUES(719, date '2000-1-28', date '2002-4-15', 'Cincinnati Reds', 'Colorado Rockies', 'Cincinnati Reds');
INSERT INTO Games VALUES(720, date '2008-11-2', date '2000-7-14', 'Cincinnati Reds', 'Kansas City Royals', 'Cincinnati Reds');
INSERT INTO Games VALUES(721, date '2001-4-4', date '2008-2-8', 'Minnesota Twins', 'Oakland Athletics', 'Minnesota Twins');
INSERT INTO Games VALUES(722, date '2009-5-23', date '2008-9-19', 'St. Louis Cardinals', 'Cincinnati Reds', 'St. Louis Cardinals');
INSERT INTO Games VALUES(723, date '2003-11-16', date '2001-2-6', 'Washington Nationals', 'New York Mets', 'Washington Nationals');
INSERT INTO Games VALUES(724, date '2000-1-21', date '2006-2-2', 'Minnesota Twins', 'New York Mets', 'Minnesota Twins');
INSERT INTO Games VALUES(725, date '2009-6-22', date '2002-1-3', 'Pittsburgh Pirates', 'Colorado Rockies', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(726, date '2008-1-9', date '2006-9-6', 'Colorado Rockies', 'St. Louis Cardinals', 'Colorado Rockies');
INSERT INTO Games VALUES(727, date '2001-2-10', date '2008-3-21', 'Houston Astros', 'Oakland Athletics', 'Houston Astros');
INSERT INTO Games VALUES(728, date '2004-12-26', date '2002-5-4', 'Washington Nationals', 'Cleveland Indians', 'Washington Nationals');
INSERT INTO Games VALUES(729, date '2001-11-4', date '2000-9-23', 'Kansas City Royals', 'Philadelphia Phillies', 'Kansas City Royals');
INSERT INTO Games VALUES(730, date '2003-1-15', date '2005-3-19', 'Milwaukee Brewers', 'Pittsburgh Pirates', 'Milwaukee Brewers');
INSERT INTO Games VALUES(731, date '2004-7-5', date '2000-2-20', 'Cleveland Indians', 'Kansas City Royals', 'Cleveland Indians');
INSERT INTO Games VALUES(732, date '2006-2-2', date '2002-4-10', 'San Francisco Giants', 'Cincinnati Reds', 'San Francisco Giants');
INSERT INTO Games VALUES(733, date '2007-4-9', date '2004-1-26', 'Boston Red Sox', 'San Francisco Giants', 'Boston Red Sox');
INSERT INTO Games VALUES(734, date '2007-10-13', date '2000-7-19', 'Cincinnati Reds', 'San Francisco Giants', 'Cincinnati Reds');
INSERT INTO Games VALUES(735, date '2004-4-5', date '2008-8-27', 'Oakland Athletics', 'Philadelphia Phillies', 'Oakland Athletics');
INSERT INTO Games VALUES(736, date '2006-10-4', date '2008-6-13', 'Pittsburgh Pirates', 'Chicago White Sox', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(737, date '2009-4-1', date '2000-1-6', 'Los Angeles Dodgers', 'Chicago White Sox', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(738, date '2007-3-4', date '2002-9-10', 'Baltimore Orioles', 'San Diego Padres', 'Baltimore Orioles');
INSERT INTO Games VALUES(739, date '2007-12-22', date '2006-12-22', 'New York Mets', 'New York Yankees', 'New York Mets');
INSERT INTO Games VALUES(740, date '2007-9-5', date '2003-8-17', 'Pittsburgh Pirates', 'Chicago Cubs', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(741, date '2005-3-1', date '2007-2-12', 'Miami Marlins', 'Pittsburgh Pirates', 'Miami Marlins');
INSERT INTO Games VALUES(742, date '2005-12-7', date '2005-7-8', 'Philadelphia Phillies', 'San Diego Padres', 'Philadelphia Phillies');
INSERT INTO Games VALUES(743, date '2001-12-21', date '2005-3-12', 'Kansas City Royals', 'Philadelphia Phillies', 'Kansas City Royals');
INSERT INTO Games VALUES(744, date '2006-10-3', date '2008-9-10', 'Boston Red Sox', 'Boston Red Sox', 'Boston Red Sox');
INSERT INTO Games VALUES(745, date '2009-2-8', date '2007-4-24', 'Cincinnati Reds', 'San Diego Padres', 'Cincinnati Reds');
INSERT INTO Games VALUES(746, date '2004-10-2', date '2002-12-1', 'Seattle Mariners', 'Arizona Diamondbacks', 'Seattle Mariners');
INSERT INTO Games VALUES(747, date '2000-6-1', date '2000-9-11', 'Los Angeles Angels', 'Minnesota Twins', 'Los Angeles Angels');
INSERT INTO Games VALUES(748, date '2005-2-20', date '2006-5-3', 'Toronto Blue Jays', 'Miami Marlins', 'Toronto Blue Jays');
INSERT INTO Games VALUES(749, date '2000-8-22', date '2006-10-23', 'Cincinnati Reds', 'Los Angeles Angels', 'Cincinnati Reds');
INSERT INTO Games VALUES(750, date '2003-4-10', date '2004-6-20', 'Arizona Diamondbacks', 'Los Angeles Angels', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(751, date '2004-10-14', date '2001-9-22', 'Los Angeles Dodgers', 'Milwaukee Brewers', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(752, date '2001-12-15', date '2005-5-26', 'New York Mets', 'Miami Marlins', 'New York Mets');
INSERT INTO Games VALUES(753, date '2000-10-3', date '2007-9-27', 'Philadelphia Phillies', 'Arizona Diamondbacks', 'Philadelphia Phillies');
INSERT INTO Games VALUES(754, date '2000-3-5', date '2000-9-15', 'Arizona Diamondbacks', 'Tampa Bay Rays', 'Arizona Diamondbacks');
INSERT INTO Games VALUES(755, date '2001-7-5', date '2007-7-4', 'Detroit Tigers', 'Milwaukee Brewers', 'Detroit Tigers');
INSERT INTO Games VALUES(756, date '2008-4-25', date '2002-5-13', 'Seattle Mariners', 'Miami Marlins', 'Seattle Mariners');
INSERT INTO Games VALUES(757, date '2006-3-12', date '2005-4-12', 'Oakland Athletics', 'Chicago White Sox', 'Oakland Athletics');
INSERT INTO Games VALUES(758, date '2008-6-14', date '2003-2-24', 'Detroit Tigers', 'Cleveland Indians', 'Detroit Tigers');
INSERT INTO Games VALUES(759, date '2003-5-1', date '2005-12-2', 'Pittsburgh Pirates', 'Arizona Diamondbacks', 'Pittsburgh Pirates');
INSERT INTO Games VALUES(760, date '2003-3-17', date '2002-4-14', 'Cleveland Indians', 'Washington Nationals', 'Cleveland Indians');
INSERT INTO Games VALUES(761, date '2002-7-28', date '2000-8-16', 'Boston Red Sox', 'Los Angeles Dodgers', 'Boston Red Sox');
INSERT INTO Games VALUES(762, date '2005-5-2', date '2007-5-9', 'San Diego Padres', 'Philadelphia Phillies', 'San Diego Padres');
INSERT INTO Games VALUES(763, date '2007-9-14', date '2007-7-9', 'Cleveland Indians', 'Tampa Bay Rays', 'Cleveland Indians');
INSERT INTO Games VALUES(764, date '2004-8-3', date '2001-3-27', 'Detroit Tigers', 'Cincinnati Reds', 'Detroit Tigers');
INSERT INTO Games VALUES(765, date '2002-3-27', date '2009-8-14', 'Los Angeles Dodgers', 'Tampa Bay Rays', 'Los Angeles Dodgers');
INSERT INTO Games VALUES(766, date '2007-5-3', date '2004-9-24', 'Chicago Cubs', 'Los Angeles Angels', 'Chicago Cubs');
INSERT INTO Games VALUES(767, date '2009-2-28', date '2000-5-3', 'Texas Rangers', 'Baltimore Orioles', 'Texas Rangers');
INSERT INTO Games VALUES(768, date '2006-3-3', date '2000-5-6', 'Seattle Mariners', 'Tampa Bay Rays', 'Seattle Mariners');
INSERT INTO Games VALUES(769, date '2008-11-9', date '2002-1-6', 'New York Mets', 'New York Yankees', 'New York Mets');
INSERT INTO Games VALUES(770, date '2003-1-12', date '2005-2-22', 'Toronto Blue Jays', 'Los Angeles Angels', 'Toronto Blue Jays');
INSERT INTO Games VALUES(771, date '2008-12-8', date '2007-2-5', 'Oakland Athletics', 'Tampa Bay Rays', 'Oakland Athletics');
INSERT INTO Games VALUES(772, date '2009-5-17', date '2006-7-1', 'Colorado Rockies', 'San Francisco Giants', 'Colorado Rockies');
INSERT INTO Games VALUES(773, date '2009-5-7', date '2008-2-19', 'Milwaukee Brewers', 'Minnesota Twins', 'Milwaukee Brewers');
INSERT INTO Games VALUES(774, date '2003-6-5', date '2001-1-11', 'New York Yankees', 'Cleveland Indians', 'New York Yankees');
INSERT INTO Games VALUES(775, date '2000-4-1', date '2000-5-11', 'Tampa Bay Rays', 'New York Yankees', 'Tampa Bay Rays');
INSERT INTO Games VALUES(776, date '2003-2-26', date '2005-1-5', 'San Diego Padres', 'Texas Rangers', 'San Diego Padres');
INSERT INTO Games VALUES(777, date '2003-11-12', date '2008-4-23', 'New York Yankees', 'Miami Marlins', 'New York Yankees');
INSERT INTO Games VALUES(778, date '2004-11-10', date '2007-6-27', 'Texas Rangers', 'Miami Marlins', 'Texas Rangers');
INSERT INTO Games VALUES(779, date '2000-5-11', date '2002-7-9', 'Baltimore Orioles', 'Pittsburgh Pirates', 'Baltimore Orioles');
INSERT INTO Games VALUES(780, date '2002-9-10', date '2002-1-6', 'Cleveland Indians', 'Los Angeles Dodgers', 'Cleveland Indians');
INSERT INTO Games VALUES(781, date '2009-5-9', date '2006-2-8', 'Minnesota Twins', 'San Francisco Giants', 'Minnesota Twins');
INSERT INTO Games VALUES(782, date '2004-5-16', date '2004-8-18', 'Atlanta Braves', 'Minnesota Twins', 'Atlanta Braves');
INSERT INTO Games VALUES(783, date '2008-4-2', date '2002-3-7', 'Texas Rangers', 'Washington Nationals', 'Texas Rangers');
INSERT INTO Games VALUES(784, date '2004-6-7', date '2004-2-16', 'St. Louis Cardinals', 'Toronto Blue Jays', 'St. Louis Cardinals');
INSERT INTO Games VALUES(785, date '2004-10-8', date '2005-5-15', 'Kansas City Royals', 'Detroit Tigers', 'Kansas City Royals');
INSERT INTO Games VALUES(786, date '2001-11-6', date '2006-4-12', 'Chicago White Sox', 'Miami Marlins', 'Chicago White Sox');
INSERT INTO Games VALUES(787, date '2000-4-3', date '2009-10-8', 'Chicago White Sox', 'Baltimore Orioles', 'Chicago White Sox');
INSERT INTO Games VALUES(788, date '2003-5-19', date '2000-10-6', 'Tampa Bay Rays', 'New York Mets', 'Tampa Bay Rays');
INSERT INTO Games VALUES(789, date '2000-2-7', date '2000-1-16', 'Cincinnati Reds', 'Washington Nationals', 'Cincinnati Reds');
INSERT INTO Games VALUES(790, date '2007-9-17', date '2002-5-9', 'San Diego Padres', 'Los Angeles Angels', 'San Diego Padres');
INSERT INTO Games VALUES(791, date '2000-10-21', date '2009-3-14', 'Chicago White Sox', 'Boston Red Sox', 'Chicago White Sox');
INSERT INTO Games VALUES(792, date '2007-11-13', date '2006-9-22', 'Chicago Cubs', 'Pittsburgh Pirates', 'Chicago Cubs');
INSERT INTO Games VALUES(793, date '2005-2-13', date '2000-5-7', 'Miami Marlins', 'Los Angeles Angels', 'Miami Marlins');
INSERT INTO Games VALUES(794, date '2002-12-7', date '2003-8-5', 'Baltimore Orioles', 'Atlanta Braves', 'Baltimore Orioles');
INSERT INTO Games VALUES(795, date '2006-9-24', date '2002-7-15', 'Cleveland Indians', 'Miami Marlins', 'Cleveland Indians');
INSERT INTO Games VALUES(796, date '2002-8-25', date '2002-12-7', 'Cincinnati Reds', 'Detroit Tigers', 'Cincinnati Reds');
INSERT INTO Games VALUES(797, date '2003-9-15', date '2009-1-20', 'Atlanta Braves', 'Oakland Athletics', 'Atlanta Braves');
INSERT INTO Games VALUES(798, date '2008-3-6', date '2001-8-19', 'Boston Red Sox', 'Arizona Diamondbacks', 'Boston Red Sox');
INSERT INTO Games VALUES(799, date '2006-5-1', date '2004-9-17', 'Houston Astros', 'Washington Nationals', 'Houston Astros');
INSERT INTO Games VALUES(800, date '2008-7-28', date '2004-7-12', 'Tampa Bay Rays', 'Houston Astros', 'Tampa Bay Rays');
INSERT INTO Games VALUES(801, date '2008-8-12', date '2006-2-19', 'Chicago White Sox', 'New York Yankees', 'Chicago White Sox');
INSERT INTO Games VALUES(802, date '2004-6-17', date '2004-6-5', 'Miami Marlins', 'Toronto Blue Jays', 'Miami Marlins');
